Time [s]	p_1 [bar]	p_2 [bar]	T TestRig [°C]	h TestRig [%]	TT1 [°C]	TT2 [°C]	TT3 [°C]	TT4 [°C]	TT5 [°C]	TT6 [°C]	TT7 [°C]	TT8 [°C]	TT21 [°C]	TT22 [°C]	TT23 [°C]	TT24 [°C]	TT25 [°C]	TT26 [°C]	TT31 [°C]
0.000000	293.955592	298.237903	17.507366	67.610882	15.802125	15.981791	17.289865	16.736454	17.179805	16.252756	16.212324	16.171426	17.784786	17.644825	18.351202	15.786784	15.709610	15.845359	17.516920
0.100000	294.785114	298.849130	17.543497	67.571466	15.802125	15.981791	17.289865	16.736454	17.179805	16.252756	16.212324	16.171426	17.784786	17.644825	18.351202	15.786784	15.709610	15.845359	17.516920
0.200000	294.130228	298.237903	17.605904	67.574751	15.802125	15.981791	17.289865	16.736454	17.179805	16.252756	16.212324	16.171426	17.784786	17.644825	18.351202	15.786784	15.709610	15.845359	17.516920
0.300000	294.959750	299.023766	17.507366	67.505774	15.802125	15.981791	17.289865	16.736454	17.179805	16.252756	16.212324	16.171426	17.784786	17.644825	18.351202	15.786784	15.709610	15.845359	17.516920
0.400000	295.309022	298.019608	17.638751	67.922922	15.799478	15.973334	17.282810	16.730557	17.179483	16.265214	16.204101	16.172730	17.773555	17.648681	18.342296	15.774374	15.710450	15.843642	17.517754
0.500000	294.785114	298.630834	17.546781	67.670005	15.799478	15.973334	17.282810	16.730557	17.179483	16.265214	16.204101	16.172730	17.773555	17.648681	18.342296	15.774374	15.710450	15.843642	17.517754
0.600000	295.047068	298.587175	17.559920	68.044454	15.799478	15.973334	17.282810	16.730557	17.179483	16.265214	16.204101	16.172730	17.773555	17.648681	18.342296	15.774374	15.710450	15.843642	17.517754
0.700000	294.130228	298.237903	17.599335	67.390811	15.799478	15.973334	17.282810	16.730557	17.179483	16.265214	16.204101	16.172730	17.773555	17.648681	18.342296	15.774374	15.710450	15.843642	17.517754
0.800000	295.352681	298.063267	17.527074	67.949199	15.799478	15.973334	17.282810	16.730557	17.179483	16.265214	16.204101	16.172730	17.773555	17.648681	18.342296	15.774374	15.710450	15.843642	17.517754
0.900000	295.003409	298.325221	17.500797	67.581320	15.799478	15.973334	17.282810	16.730557	17.179483	16.265214	16.204101	16.172730	17.773555	17.648681	18.342296	15.774374	15.710450	15.843642	17.517754
1.000000	294.348523	298.237903	17.579627	67.486066	15.799478	15.973334	17.282810	16.730557	17.179483	16.265214	16.204101	16.172730	17.773555	17.648681	18.342296	15.774374	15.710450	15.843642	17.517754
1.100000	294.610477	298.237903	17.602620	67.397381	15.799478	15.973334	17.282810	16.730557	17.179483	16.265214	16.204101	16.172730	17.773555	17.648681	18.342296	15.774374	15.710450	15.843642	17.517754
1.200000	295.352681	298.237903	17.563204	67.650298	15.799478	15.973334	17.282810	16.730557	17.179483	16.265214	16.204101	16.172730	17.773555	17.648681	18.342296	15.774374	15.710450	15.843642	17.517754
1.300000	295.003409	297.757654	17.563204	67.844091	15.799478	15.973334	17.282810	16.730557	17.179483	16.265214	16.204101	16.172730	17.773555	17.648681	18.342296	15.774374	15.710450	15.843642	17.517754
1.400000	295.658294	299.242061	17.556635	67.440081	15.782826	15.979460	17.279875	16.736680	17.169117	16.251820	16.204649	16.181179	17.784083	17.645051	18.341916	15.777247	15.714718	15.837914	17.518116
1.500000	295.309022	298.499857	17.609189	67.745552	15.782826	15.979460	17.279875	16.736680	17.169117	16.251820	16.204649	16.181179	17.784083	17.645051	18.341916	15.777247	15.714718	15.837914	17.518116
1.600000	295.701953	297.626677	17.563204	67.893361	15.782826	15.979460	17.279875	16.736680	17.169117	16.251820	16.204649	16.181179	17.784083	17.645051	18.341916	15.777247	15.714718	15.837914	17.518116
1.700000	295.265363	297.452041	17.536927	67.647013	15.782826	15.979460	17.279875	16.736680	17.169117	16.251820	16.204649	16.181179	17.784083	17.645051	18.341916	15.777247	15.714718	15.837914	17.518116
1.800000	294.392182	297.495700	17.553350	67.880222	15.782826	15.979460	17.279875	16.736680	17.169117	16.251820	16.204649	16.181179	17.784083	17.645051	18.341916	15.777247	15.714718	15.837914	17.518116
1.900000	296.007566	298.849130	17.596051	67.679859	15.782826	15.979460	17.279875	16.736680	17.169117	16.251820	16.204649	16.181179	17.784083	17.645051	18.341916	15.777247	15.714718	15.837914	17.518116
2.000000	294.479500	298.543516	17.540212	67.650298	15.782826	15.979460	17.279875	16.736680	17.169117	16.251820	16.204649	16.181179	17.784083	17.645051	18.341916	15.777247	15.714718	15.837914	17.518116
2.100000	295.003409	298.892789	17.546781	67.633874	15.782826	15.979460	17.279875	16.736680	17.169117	16.251820	16.204649	16.181179	17.784083	17.645051	18.341916	15.777247	15.714718	15.837914	17.518116
2.200000	293.868274	297.277405	17.527074	67.686429	15.782826	15.979460	17.279875	16.736680	17.169117	16.251820	16.204649	16.181179	17.784083	17.645051	18.341916	15.777247	15.714718	15.837914	17.518116
2.300000	295.221704	299.067425	17.530358	67.676575	15.782826	15.979460	17.279875	16.736680	17.169117	16.251820	16.204649	16.181179	17.784083	17.645051	18.341916	15.777247	15.714718	15.837914	17.518116
2.400000	294.304864	299.111084	17.553350	67.689713	15.800885	15.980319	17.291644	16.742183	17.176709	16.262670	16.215267	16.167630	17.789350	17.648229	18.357388	15.779965	15.708137	15.835751	17.512926
2.500000	294.610477	298.543516	17.701158	67.660152	15.800885	15.980319	17.291644	16.742183	17.176709	16.262670	16.215267	16.167630	17.789350	17.648229	18.357388	15.779965	15.708137	15.835751	17.512926
2.600000	295.570976	298.630834	17.559920	67.643728	15.800885	15.980319	17.291644	16.742183	17.176709	16.262670	16.215267	16.167630	17.789350	17.648229	18.357388	15.779965	15.708137	15.835751	17.512926
2.700000	294.392182	298.019608	17.645320	67.541905	15.800885	15.980319	17.291644	16.742183	17.176709	16.262670	16.215267	16.167630	17.789350	17.648229	18.357388	15.779965	15.708137	15.835751	17.512926
2.800000	295.439999	298.892789	17.724151	67.679859	15.800885	15.980319	17.291644	16.742183	17.176709	16.262670	16.215267	16.167630	17.789350	17.648229	18.357388	15.779965	15.708137	15.835751	17.512926
2.900000	294.697795	299.242061	17.559920	67.673290	15.800885	15.980319	17.291644	16.742183	17.176709	16.262670	16.215267	16.167630	17.789350	17.648229	18.357388	15.779965	15.708137	15.835751	17.512926
3.000000	295.178045	298.543516	17.527074	67.768544	15.800885	15.980319	17.291644	16.742183	17.176709	16.262670	16.215267	16.167630	17.789350	17.648229	18.357388	15.779965	15.708137	15.835751	17.512926
3.100000	295.439999	298.499857	17.553350	67.627305	15.800885	15.980319	17.291644	16.742183	17.176709	16.262670	16.215267	16.167630	17.789350	17.648229	18.357388	15.779965	15.708137	15.835751	17.512926
3.200000	294.654136	298.849130	17.681451	67.732414	15.800885	15.980319	17.291644	16.742183	17.176709	16.262670	16.215267	16.167630	17.789350	17.648229	18.357388	15.779965	15.708137	15.835751	17.512926
3.300000	294.392182	298.543516	17.142773	67.656867	15.800885	15.980319	17.291644	16.742183	17.176709	16.262670	16.215267	16.167630	17.789350	17.648229	18.357388	15.779965	15.708137	15.835751	17.512926
3.400000	295.309022	299.591333	17.113211	67.604313	15.793876	15.972381	17.285340	16.729372	17.171100	16.256360	16.204309	16.174565	17.776085	17.642158	18.349464	15.782021	15.704382	15.827347	17.512659
3.500000	296.531474	299.984264	17.513935	67.532051	15.793876	15.972381	17.285340	16.729372	17.171100	16.256360	16.204309	16.174565	17.776085	17.642158	18.349464	15.782021	15.704382	15.827347	17.512659
3.600000	294.654136	298.412539	17.563204	67.771829	15.793876	15.972381	17.285340	16.729372	17.171100	16.256360	16.204309	16.174565	17.776085	17.642158	18.349464	15.782021	15.704382	15.827347	17.512659
3.700000	294.654136	297.801313	17.655174	67.670005	15.793876	15.972381	17.285340	16.729372	17.171100	16.256360	16.204309	16.174565	17.776085	17.642158	18.349464	15.782021	15.704382	15.827347	17.512659
3.800000	293.868274	298.805471	17.533643	67.637159	15.793876	15.972381	17.285340	16.729372	17.171100	16.256360	16.204309	16.174565	17.776085	17.642158	18.349464	15.782021	15.704382	15.827347	17.512659
3.900000	294.348523	298.587175	17.674881	67.834237	15.793876	15.972381	17.285340	16.729372	17.171100	16.256360	16.204309	16.174565	17.776085	17.642158	18.349464	15.782021	15.704382	15.827347	17.512659
4.000000	295.003409	299.329379	17.875243	67.637159	15.793876	15.972381	17.285340	16.729372	17.171100	16.256360	16.204309	16.174565	17.776085	17.642158	18.349464	15.782021	15.704382	15.827347	17.512659
4.100000	293.824615	299.154743	17.661743	67.712706	15.793876	15.972381	17.285340	16.729372	17.171100	16.256360	16.204309	16.174565	17.776085	17.642158	18.349464	15.782021	15.704382	15.827347	17.512659
4.200000	294.479500	298.718152	17.717582	67.738983	15.793876	15.972381	17.285340	16.729372	17.171100	16.256360	16.204309	16.174565	17.776085	17.642158	18.349464	15.782021	15.704382	15.827347	17.512659
4.300000	295.701953	297.757654	17.162481	67.696283	15.793876	15.972381	17.285340	16.729372	17.171100	16.256360	16.204309	16.174565	17.776085	17.642158	18.349464	15.782021	15.704382	15.827347	17.512659
4.400000	294.523159	298.063267	17.109927	67.538620	15.790538	15.978340	17.288971	16.730682	17.178215	16.261853	16.206085	16.170764	17.786213	17.640914	18.349381	15.774034	15.706623	15.833307	17.527016
4.500000	294.872432	298.587175	17.300435	67.683144	15.790538	15.978340	17.288971	16.730682	17.178215	16.261853	16.206085	16.170764	17.786213	17.640914	18.349381	15.774034	15.706623	15.833307	17.527016
4.600000	294.916091	297.844972	17.421966	67.499204	15.790538	15.978340	17.288971	16.730682	17.178215	16.261853	16.206085	16.170764	17.786213	17.640914	18.349381	15.774034	15.706623	15.833307	17.527016
4.700000	293.999251	298.456198	17.651889	67.528766	15.790538	15.978340	17.288971	16.730682	17.178215	16.261853	16.206085	16.170764	17.786213	17.640914	18.349381	15.774034	15.706623	15.833307	17.527016
4.800000	295.090727	299.285720	17.612474	67.683144	15.790538	15.978340	17.288971	16.730682	17.178215	16.261853	16.206085	16.170764	17.786213	17.640914	18.349381	15.774034	15.706623	15.833307	17.527016
4.900000	295.309022	298.543516	17.579627	67.729129	15.790538	15.978340	17.288971	16.730682	17.178215	16.261853	16.206085	16.170764	17.786213	17.640914	18.349381	15.774034	15.706623	15.833307	17.527016
5.000000	295.789271	299.460356	17.635466	67.656867	15.790538	15.978340	17.288971	16.730682	17.178215	16.261853	16.206085	16.170764	17.786213	17.640914	18.349381	15.774034	15.706623	15.833307	17.527016
5.100000	295.352681	297.932290	17.599335	67.742267	15.790538	15.978340	17.288971	16.730682	17.178215	16.261853	16.206085	16.170764	17.786213	17.640914	18.349381	15.774034	15.706623	15.833307	17.527016
5.200000	294.785114	298.499857	17.372696	67.794822	15.790538	15.978340	17.288971	16.730682	17.178215	16.261853	16.206085	16.170764	17.786213	17.640914	18.349381	15.774034	15.706623	15.833307	17.527016
5.300000	295.570976	298.194244	17.566489	67.817814	15.790538	15.978340	17.288971	16.730682	17.178215	16.261853	16.206085	16.170764	17.786213	17.640914	18.349381	15.774034	15.706623	15.833307	17.527016
5.400000	295.221704	298.892789	17.553350	67.722560	15.800032	15.975980	17.289168	16.731111	17.181430	16.257170	16.206514	16.169566	17.783160	17.649699	18.356769	15.775161	15.712864	15.839082	17.511254
5.500000	294.523159	298.063267	17.530358	67.758691	15.800032	15.975980	17.289168	16.731111	17.181430	16.257170	16.206514	16.169566	17.783160	17.649699	18.356769	15.775161	15.712864	15.839082	17.511254
5.600000	294.916091	298.281562	17.484373	67.752121	15.800032	15.975980	17.289168	16.731111	17.181430	16.257170	16.206514	16.169566	17.783160	17.649699	18.356769	15.775161	15.712864	15.839082	17.511254
5.700000	295.047068	298.587175	17.605904	67.738983	15.800032	15.975980	17.289168	16.731111	17.181430	16.257170	16.206514	16.169566	17.783160	17.649699	18.356769	15.775161	15.712864	15.839082	17.511254
5.800000	295.570976	299.111084	17.523789	67.758691	15.800032	15.975980	17.289168	16.731111	17.181430	16.257170	16.206514	16.169566	17.783160	17.649699	18.356769	15.775161	15.712864	15.839082	17.511254
5.900000	294.741454	299.242061	17.553350	67.755406	15.800032	15.975980	17.289168	16.731111	17.181430	16.257170	16.206514	16.169566	17.783160	17.649699	18.356769	15.775161	15.712864	15.839082	17.511254
6.000000	294.828773	298.587175	17.494227	67.775114	15.800032	15.975980	17.289168	16.731111	17.181430	16.257170	16.206514	16.169566	17.783160	17.649699	18.356769	15.775161	15.712864	15.839082	17.511254
6.100000	294.741454	299.329379	17.576343	67.758691	15.800032	15.975980	17.289168	16.731111	17.181430	16.257170	16.206514	16.169566	17.783160	17.649699	18.356769	15.775161	15.712864	15.839082	17.511254
6.200000	295.396340	299.111084	17.504081	67.748837	15.800032	15.975980	17.289168	16.731111	17.181430	16.257170	16.206514	16.169566	17.783160	17.649699	18.356769	15.775161	15.712864	15.839082	17.511254
6.300000	295.658294	299.111084	17.596051	67.794822	15.800032	15.975980	17.289168	16.731111	17.181430	16.257170	16.206514	16.169566	17.783160	17.649699	18.356769	15.775161	15.712864	15.839082	17.511254
6.400000	295.570976	298.761811	17.579627	67.794822	15.791873	15.972238	17.294252	16.729229	17.174672	16.255055	16.200216	16.166754	17.784529	17.638998	18.350017	15.773742	15.706564	15.827436	17.520343
6.500000	294.959750	298.718152	17.592766	67.801391	15.791873	15.972238	17.294252	16.729229	17.174672	16.255055	16.200216	16.166754	17.784529	17.638998	18.350017	15.773742	15.706564	15.827436	17.520343
6.600000	293.824615	298.805471	17.579627	67.840806	15.791873	15.972238	17.294252	16.729229	17.174672	16.255055	16.200216	16.166754	17.784529	17.638998	18.350017	15.773742	15.706564	15.827436	17.520343
6.700000	295.221704	298.063267	17.622328	67.781683	15.791873	15.972238	17.294252	16.729229	17.174672	16.255055	16.200216	16.166754	17.784529	17.638998	18.350017	15.773742	15.706564	15.827436	17.520343
6.800000	296.313179	298.761811	17.513935	67.775114	15.791873	15.972238	17.294252	16.729229	17.174672	16.255055	16.200216	16.166754	17.784529	17.638998	18.350017	15.773742	15.706564	15.827436	17.520343
6.900000	294.173887	297.844972	17.540212	67.784968	15.791873	15.972238	17.294252	16.729229	17.174672	16.255055	16.200216	16.166754	17.784529	17.638998	18.350017	15.773742	15.706564	15.827436	17.520343
7.000000	295.265363	299.111084	17.546781	67.781683	15.791873	15.972238	17.294252	16.729229	17.174672	16.255055	16.200216	16.166754	17.784529	17.638998	18.350017	15.773742	15.706564	15.827436	17.520343
7.100000	294.697795	297.888631	17.596051	67.758691	15.791873	15.972238	17.294252	16.729229	17.174672	16.255055	16.200216	16.166754	17.784529	17.638998	18.350017	15.773742	15.706564	15.827436	17.520343
7.200000	295.570976	299.242061	17.546781	67.781683	15.791873	15.972238	17.294252	16.729229	17.174672	16.255055	16.200216	16.166754	17.784529	17.638998	18.350017	15.773742	15.706564	15.827436	17.520343
7.300000	295.003409	299.198402	17.635466	67.807960	15.791873	15.972238	17.294252	16.729229	17.174672	16.255055	16.200216	16.166754	17.784529	17.638998	18.350017	15.773742	15.706564	15.827436	17.520343
7.400000	295.003409	298.674493	17.494227	67.748837	15.795467	15.973507	17.287626	16.728871	17.177798	16.258880	16.201253	16.170114	17.776977	17.652104	18.351052	15.778731	15.705276	15.837771	17.510270
7.500000	295.614635	299.285720	17.527074	67.834237	15.795467	15.973507	17.287626	16.728871	17.177798	16.258880	16.201253	16.170114	17.776977	17.652104	18.351052	15.778731	15.705276	15.837771	17.510270
7.600000	294.173887	298.150585	17.665028	68.054308	15.795467	15.973507	17.287626	16.728871	17.177798	16.258880	16.201253	16.170114	17.776977	17.652104	18.351052	15.778731	15.705276	15.837771	17.510270
7.700000	295.963907	298.718152	17.559920	67.811245	15.795467	15.973507	17.287626	16.728871	17.177798	16.258880	16.201253	16.170114	17.776977	17.652104	18.351052	15.778731	15.705276	15.837771	17.510270
7.800000	293.562661	297.626677	17.566489	67.811245	15.795467	15.973507	17.287626	16.728871	17.177798	16.258880	16.201253	16.170114	17.776977	17.652104	18.351052	15.778731	15.705276	15.837771	17.510270
7.900000	294.610477	297.583018	17.536927	67.821099	15.795467	15.973507	17.287626	16.728871	17.177798	16.258880	16.201253	16.170114	17.776977	17.652104	18.351052	15.778731	15.705276	15.837771	17.510270
8.000000	294.654136	298.281562	17.507366	67.821099	15.795467	15.973507	17.287626	16.728871	17.177798	16.258880	16.201253	16.170114	17.776977	17.652104	18.351052	15.778731	15.705276	15.837771	17.510270
8.100000	294.654136	297.975949	17.527074	67.794822	15.795467	15.973507	17.287626	16.728871	17.177798	16.258880	16.201253	16.170114	17.776977	17.652104	18.351052	15.778731	15.705276	15.837771	17.510270
8.200000	294.348523	297.452041	17.648605	67.857230	15.795467	15.973507	17.287626	16.728871	17.177798	16.258880	16.201253	16.170114	17.776977	17.652104	18.351052	15.778731	15.705276	15.837771	17.510270
8.300000	294.916091	298.456198	17.513935	67.857230	15.794209	15.970855	17.277546	16.734583	17.172362	16.254602	16.203481	16.159794	17.775489	17.629957	18.342837	15.764689	15.701694	15.823497	17.503329
8.400000	295.221704	298.194244	17.182188	67.778398	15.794209	15.970855	17.277546	16.734583	17.172362	16.254602	16.203481	16.159794	17.775489	17.629957	18.342837	15.764689	15.701694	15.823497	17.503329
8.500000	294.872432	299.198402	17.628897	67.886791	15.794209	15.970855	17.277546	16.734583	17.172362	16.254602	16.203481	16.159794	17.775489	17.629957	18.342837	15.764689	15.701694	15.823497	17.503329
8.600000	294.042910	299.154743	17.527074	67.798106	15.794209	15.970855	17.277546	16.734583	17.172362	16.254602	16.203481	16.159794	17.775489	17.629957	18.342837	15.764689	15.701694	15.823497	17.503329
8.700000	294.217546	297.059110	17.569774	67.781683	15.794209	15.970855	17.277546	16.734583	17.172362	16.254602	16.203481	16.159794	17.775489	17.629957	18.342837	15.764689	15.701694	15.823497	17.503329
8.800000	294.392182	297.713995	17.559920	67.873653	15.794209	15.970855	17.277546	16.734583	17.172362	16.254602	16.203481	16.159794	17.775489	17.629957	18.342837	15.764689	15.701694	15.823497	17.503329
8.900000	295.614635	299.678651	17.586197	67.896645	15.794209	15.970855	17.277546	16.734583	17.172362	16.254602	16.203481	16.159794	17.775489	17.629957	18.342837	15.764689	15.701694	15.823497	17.503329
9.000000	295.920248	299.416697	17.546781	67.903215	15.794209	15.970855	17.277546	16.734583	17.172362	16.254602	16.203481	16.159794	17.775489	17.629957	18.342837	15.764689	15.701694	15.823497	17.503329
9.100000	294.261205	297.277405	17.412112	67.899930	15.794209	15.970855	17.277546	16.734583	17.172362	16.254602	16.203481	16.159794	17.775489	17.629957	18.342837	15.764689	15.701694	15.823497	17.503329
9.200000	295.309022	298.237903	17.556635	67.860514	15.794209	15.970855	17.277546	16.734583	17.172362	16.254602	16.203481	16.159794	17.775489	17.629957	18.342837	15.764689	15.701694	15.823497	17.503329
9.300000	293.649979	298.587175	17.563204	67.873653	15.791355	15.964747	17.277946	16.740325	17.178102	16.265458	16.208063	16.166003	17.782619	17.636623	18.346484	15.778105	15.700234	15.842027	17.524289
9.400000	294.872432	298.630834	17.569774	67.890076	15.791355	15.964747	17.277946	16.740325	17.178102	16.265458	16.208063	16.166003	17.782619	17.636623	18.346484	15.778105	15.700234	15.842027	17.524289
9.500000	294.697795	297.626677	17.569774	67.834237	15.791355	15.964747	17.277946	16.740325	17.178102	16.265458	16.208063	16.166003	17.782619	17.636623	18.346484	15.778105	15.700234	15.842027	17.524289
9.600000	296.400497	299.154743	17.527074	67.837522	15.791355	15.964747	17.277946	16.740325	17.178102	16.265458	16.208063	16.166003	17.782619	17.636623	18.346484	15.778105	15.700234	15.842027	17.524289
9.700000	295.483658	297.932290	17.582912	67.752121	15.791355	15.964747	17.277946	16.740325	17.178102	16.265458	16.208063	16.166003	17.782619	17.636623	18.346484	15.778105	15.700234	15.842027	17.524289
9.800000	293.911933	297.670336	17.533643	67.794822	15.791355	15.964747	17.277946	16.740325	17.178102	16.265458	16.208063	16.166003	17.782619	17.636623	18.346484	15.778105	15.700234	15.842027	17.524289
9.900000	295.090727	298.106926	17.579627	67.850660	15.791355	15.964747	17.277946	16.740325	17.178102	16.265458	16.208063	16.166003	17.782619	17.636623	18.346484	15.778105	15.700234	15.842027	17.524289
10.000000	294.741454	298.194244	17.530358	67.883507	15.791355	15.964747	17.277946	16.740325	17.178102	16.265458	16.208063	16.166003	17.782619	17.636623	18.346484	15.778105	15.700234	15.842027	17.524289
10.100000	295.265363	299.809628	17.605904	67.932776	15.791355	15.964747	17.277946	16.740325	17.178102	16.265458	16.208063	16.166003	17.782619	17.636623	18.346484	15.778105	15.700234	15.842027	17.524289
10.200000	294.610477	297.713995	17.704443	67.913068	15.791355	15.964747	17.277946	16.740325	17.178102	16.265458	16.208063	16.166003	17.782619	17.636623	18.346484	15.778105	15.700234	15.842027	17.524289
10.300000	294.479500	298.936448	17.566489	67.932776	15.789215	15.971439	17.281381	16.724482	17.175964	16.247286	16.205227	16.159216	17.763539	17.632397	18.339941	15.768760	15.700651	15.831752	17.513347
10.400000	295.047068	298.630834	17.500797	67.873653	15.789215	15.971439	17.281381	16.724482	17.175964	16.247286	16.205227	16.159216	17.763539	17.632397	18.339941	15.768760	15.700651	15.831752	17.513347
10.500000	295.745612	299.329379	17.566489	67.899930	15.789215	15.971439	17.281381	16.724482	17.175964	16.247286	16.205227	16.159216	17.763539	17.632397	18.339941	15.768760	15.700651	15.831752	17.513347
10.600000	295.134386	297.844972	17.599335	67.899930	15.789215	15.971439	17.281381	16.724482	17.175964	16.247286	16.205227	16.159216	17.763539	17.632397	18.339941	15.768760	15.700651	15.831752	17.513347
10.700000	294.959750	299.809628	17.556635	67.870368	15.789215	15.971439	17.281381	16.724482	17.175964	16.247286	16.205227	16.159216	17.763539	17.632397	18.339941	15.768760	15.700651	15.831752	17.513347
10.800000	294.086569	298.368880	17.543497	67.873653	15.789215	15.971439	17.281381	16.724482	17.175964	16.247286	16.205227	16.159216	17.763539	17.632397	18.339941	15.768760	15.700651	15.831752	17.513347
10.900000	294.304864	297.190087	17.559920	67.926207	15.789215	15.971439	17.281381	16.724482	17.175964	16.247286	16.205227	16.159216	17.763539	17.632397	18.339941	15.768760	15.700651	15.831752	17.513347
11.000000	294.741454	297.364723	17.517220	67.847376	15.789215	15.971439	17.281381	16.724482	17.175964	16.247286	16.205227	16.159216	17.763539	17.632397	18.339941	15.768760	15.700651	15.831752	17.513347
11.100000	294.872432	298.281562	17.642035	67.949199	15.789215	15.971439	17.281381	16.724482	17.175964	16.247286	16.205227	16.159216	17.763539	17.632397	18.339941	15.768760	15.700651	15.831752	17.513347
11.200000	295.134386	298.412539	17.527074	67.909784	15.789215	15.971439	17.281381	16.724482	17.175964	16.247286	16.205227	16.159216	17.763539	17.632397	18.339941	15.768760	15.700651	15.831752	17.513347
11.300000	295.614635	299.154743	17.582912	67.972192	15.795628	15.973900	17.289412	16.728800	17.178423	16.266244	16.202111	16.171437	17.761123	17.633230	18.339149	15.784471	15.700555	15.834678	17.507032
11.400000	295.309022	298.718152	17.573058	67.929492	15.795628	15.973900	17.289412	16.728800	17.178423	16.266244	16.202111	16.171437	17.761123	17.633230	18.339149	15.784471	15.700555	15.834678	17.507032
11.500000	295.876589	299.591333	17.586197	67.945915	15.795628	15.973900	17.289412	16.728800	17.178423	16.266244	16.202111	16.171437	17.761123	17.633230	18.339149	15.784471	15.700555	15.834678	17.507032
11.600000	295.963907	298.237903	17.553350	67.893361	15.795628	15.973900	17.289412	16.728800	17.178423	16.266244	16.202111	16.171437	17.761123	17.633230	18.339149	15.784471	15.700555	15.834678	17.507032
11.700000	294.435841	299.198402	17.602620	67.949199	15.795628	15.973900	17.289412	16.728800	17.178423	16.266244	16.202111	16.171437	17.761123	17.633230	18.339149	15.784471	15.700555	15.834678	17.507032
11.800000	295.701953	299.853287	17.576343	68.005038	15.795628	15.973900	17.289412	16.728800	17.178423	16.266244	16.202111	16.171437	17.761123	17.633230	18.339149	15.784471	15.700555	15.834678	17.507032
11.900000	295.309022	299.416697	17.592766	67.955769	15.795628	15.973900	17.289412	16.728800	17.178423	16.266244	16.202111	16.171437	17.761123	17.633230	18.339149	15.784471	15.700555	15.834678	17.507032
12.000000	293.868274	298.587175	17.563204	67.945915	15.795628	15.973900	17.289412	16.728800	17.178423	16.266244	16.202111	16.171437	17.761123	17.633230	18.339149	15.784471	15.700555	15.834678	17.507032
12.100000	294.042910	298.674493	17.579627	67.965623	15.795628	15.973900	17.289412	16.728800	17.178423	16.266244	16.202111	16.171437	17.761123	17.633230	18.339149	15.784471	15.700555	15.834678	17.507032
12.200000	294.741454	298.237903	17.523789	67.906499	15.795628	15.973900	17.289412	16.728800	17.178423	16.266244	16.202111	16.171437	17.761123	17.633230	18.339149	15.784471	15.700555	15.834678	17.507032
12.300000	295.483658	298.718152	17.612474	67.972192	15.783881	15.970057	17.277445	16.727978	17.170635	16.253107	16.198500	16.152721	17.767729	17.627534	18.339953	15.771794	15.693689	15.827115	17.516285
12.400000	294.261205	298.194244	17.563204	67.945915	15.783881	15.970057	17.277445	16.727978	17.170635	16.253107	16.198500	16.152721	17.767729	17.627534	18.339953	15.771794	15.693689	15.827115	17.516285
12.500000	295.396340	298.150585	17.924513	67.975477	15.783881	15.970057	17.277445	16.727978	17.170635	16.253107	16.198500	16.152721	17.767729	17.627534	18.339953	15.771794	15.693689	15.827115	17.516285
12.600000	294.697795	297.539359	18.052613	68.051023	15.783881	15.970057	17.277445	16.727978	17.170635	16.253107	16.198500	16.152721	17.767729	17.627534	18.339953	15.771794	15.693689	15.827115	17.516285
12.700000	296.225861	298.325221	17.642035	67.945915	15.783881	15.970057	17.277445	16.727978	17.170635	16.253107	16.198500	16.152721	17.767729	17.627534	18.339953	15.771794	15.693689	15.827115	17.516285
12.800000	294.566818	298.194244	17.563204	67.945915	15.783881	15.970057	17.277445	16.727978	17.170635	16.253107	16.198500	16.152721	17.767729	17.627534	18.339953	15.771794	15.693689	15.827115	17.516285
12.900000	295.265363	298.761811	17.596051	67.968907	15.783881	15.970057	17.277445	16.727978	17.170635	16.253107	16.198500	16.152721	17.767729	17.627534	18.339953	15.771794	15.693689	15.827115	17.516285
13.000000	294.654136	299.198402	17.576343	67.939346	15.783881	15.970057	17.277445	16.727978	17.170635	16.253107	16.198500	16.152721	17.767729	17.627534	18.339953	15.771794	15.693689	15.827115	17.516285
13.100000	294.872432	298.412539	17.658458	67.922922	15.783881	15.970057	17.277445	16.727978	17.170635	16.253107	16.198500	16.152721	17.767729	17.627534	18.339953	15.771794	15.693689	15.827115	17.516285
13.200000	295.178045	298.237903	17.678166	67.896645	15.783881	15.970057	17.277445	16.727978	17.170635	16.253107	16.198500	16.152721	17.767729	17.627534	18.339953	15.771794	15.693689	15.827115	17.516285
13.300000	295.221704	298.980107	17.398973	67.926207	15.788774	15.973787	17.288602	16.730313	17.176685	16.257302	16.210828	16.172253	17.761706	17.623600	18.340197	15.782266	15.718109	15.843165	17.514240
13.400000	293.868274	297.975949	17.533643	68.001754	15.788774	15.973787	17.288602	16.730313	17.176685	16.257302	16.210828	16.172253	17.761706	17.623600	18.340197	15.782266	15.718109	15.843165	17.514240
13.500000	294.042910	298.063267	17.750428	67.985330	15.788774	15.973787	17.288602	16.730313	17.176685	16.257302	16.210828	16.172253	17.761706	17.623600	18.340197	15.782266	15.718109	15.843165	17.514240
13.600000	294.654136	298.936448	17.609189	67.995184	15.788774	15.973787	17.288602	16.730313	17.176685	16.257302	16.210828	16.172253	17.761706	17.623600	18.340197	15.782266	15.718109	15.843165	17.514240
13.700000	295.701953	298.936448	17.596051	67.988615	15.788774	15.973787	17.288602	16.730313	17.176685	16.257302	16.210828	16.172253	17.761706	17.623600	18.340197	15.782266	15.718109	15.843165	17.514240
